,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
2964,meni bela etnis tionghoa tetes darah habis,0,0,0,0,0,0,0,0,0,0,0,0
2965,gubernur ahok bangga in  kelas  bangga in ahoker jokower nih lihat gubernur indonesia cerdas,1,1,0,1,0,0,0,0,1,0,1,0
2966,topeng  ramayana nya nya nya nya uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
2967,zaman susilo bambang yudhoyono korupsi aman kutik kutik,1,0,1,0,0,0,0,0,1,1,0,0
2968,gencar kampanye jelang pilih kepala daerah net jawa,0,0,0,0,0,0,0,0,0,0,0,0
2969,wkwk,0,0,0,0,0,0,0,0,0,0,0,0
2970,tua ,0,1,0,0,0,0,0,0,0,0,0,0
2971,gue bicara pakai data tertawa  sih  plonga plongo jokowi bicara isi kotak  bilang roti percaya isi ota,1,1,1,0,0,0,0,0,1,1,0,0
2972,enak muncrat ,0,1,0,0,0,0,0,0,0,0,0,0
2973,nih   mulu,0,1,0,0,0,0,0,0,0,0,0,0
2974,mudik puluh ratus juta jokowi main main libur lebaran bijak ganti presiden 2019 nya 11 22 23 amp 24 sabtu minggu libur arus aman arus beban psikis nya,1,0,1,0,0,0,0,0,1,1,0,0
2975,tuju panglima  pengkhianat pelihara   kapitalis lihat kedok demokrasi pura toleran,1,0,0,1,0,0,0,0,1,0,1,0
2976,he gue ,0,0,0,0,0,0,0,0,0,0,0,0
2977,sambung kuliah maghrib khas syekh kurayyim rajih ketua ulama alquran suriah ustaz nazmi smackdown terjemah rasmi beliau lokasi masjid al muttaqin wangsa lawat,0,0,0,0,0,0,0,0,0,0,0,0
2979,proyek smelter freepo indonesia rencana 2015 pas presiden direktur freepo indonesia jabat maroef syamsuddin,0,0,0,0,0,0,0,0,0,0,0,0
2980,kenal kenal ,0,0,0,0,0,0,0,0,0,0,0,0
2981,sumber daya negara undang undang rakyat susah komplain lindung undang undang rakyat xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0
2982,cc mohon tangkap manusia  kepala polisi republik indonesia kepala polisi republik indonesia kepala polisi republik indonesia,1,0,1,0,0,0,0,0,1,1,0,0
2983,tolak nu ahok turun tionghoa nasrani xf0 x9f x98 x82 xf0 x9f x98 x82,0,0,0,0,0,0,0,0,0,0,0,0
2984,hang event majlis buka puasa hang puasa ,1,1,1,0,0,0,0,0,1,1,0,0
2985,nomor 1 sok tau langsung sekak wkwk debat final pilih kepala daerah jakarta,1,0,1,0,0,0,0,0,1,1,0,0
2986,reformasi gulir media indonesia asai non muslim moral masyarakat hancur,1,0,0,1,1,0,0,0,0,0,1,0
2987, sinyal  gue unduh,0,1,0,0,0,0,0,0,0,0,0,0
2988,main  cadang bocah,0,0,0,0,0,0,0,0,0,0,0,0
2989,dana haji embat jokowi  negara gadai  defisit anggar belanja negara amblas turun jokowi,1,0,1,0,0,0,0,0,1,0,0,1
2990,,1,1,1,0,0,0,0,1,0,1,0,0
2991, ,0,1,0,0,0,0,0,0,0,0,0,0
2992,daya wanita daerah khusus ibu kota jaka a lihat telak beda warna muka warna tangan empok sylvi debat final pilih kepala daerah jakarta,0,0,0,0,0,0,0,0,0,0,0,0
2993,harap ,0,1,0,0,0,0,0,0,0,0,0,0
2994,katolik kiblat vatikan wajar gugat islam kiblat makkah arab manusia manusia gerah pancasila langgar pancasila sila 1 5,0,0,0,0,0,0,0,0,0,0,0,0
2995,evi layanto siswi sekolah dasar katolik karya yosef kelas 6b 1983 istri ronaldo pardede sah,0,0,0,0,0,0,0,0,0,0,0,0
2996,tim  iya o cap kuda popo,0,1,0,0,0,0,0,0,0,0,0,0
2997,  asuuuu sih kuyaaaaaaaaaaaaa,1,1,1,0,0,0,0,0,1,1,0,0
2998,oh to menang anies sandi kemarin pakai saracen ya,1,0,1,0,0,0,0,0,1,1,0,0
2999,wah banget pejuh mu bro masuk  istri langsung hamil,0,1,0,0,0,0,0,0,0,0,0,0
3000,bom negara nada lucu kah xf0 x9f x98 x93,0,0,0,0,0,0,0,0,0,0,0,0
3001,cina   anti agama utama islam bikin ribut indonesia,1,1,0,1,1,1,0,0,0,0,1,0
3002,nyimengnya  ya kak senior ampun,0,1,0,0,0,0,0,0,0,0,0,0
3003,in case kamu missed it swat sfc selamat  proboscis uniform resource locator uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
3004,tidur cepat tidur gigit  halo,0,0,0,0,0,0,0,0,0,0,0,0
3005,aktivis kritisi bijak koreksi langkah  pas keliru protes,0,0,0,0,0,0,0,0,0,0,0,0
3006, mencret salah perintah neeekkk,1,1,1,0,0,0,0,0,1,1,0,0
3007,sori ya cung gue surat pemberitahuan  kacung khayal ekonomi roket khayal haha,1,1,1,0,0,0,0,0,1,1,0,0
3008,eh anak  ahok klan siuman mending emut emut bool basuki kasih tau  bool basuki wangi,1,1,1,0,0,0,0,0,1,1,0,0
3009, sambung,0,1,0,0,0,0,0,0,0,0,0,0
3010,kristen  ya,1,1,0,1,1,0,0,1,0,0,1,0
3011, cangkemu cuk,1,1,1,0,0,0,0,0,1,1,0,0
3012,gue katolik asa negeri katolik kristen buddha hindu islam haha,0,0,0,0,0,0,0,0,0,0,0,0
3013,mukidinya sih ,1,1,1,0,0,0,0,0,1,1,0,0
3014,indonesia dibully orang salah binatang binatang sepe i nomor biar liar matanajwadebatjaka a an uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
3015,pilih kepala daerah bandung nurul arifin janji insentif marbut guru didik anak usia bandung cantik bandung harmonis bandung pilih nuruli calon wali kota bandung calon wali kota bandung 2018,0,0,0,0,0,0,0,0,0,0,0,0
3016,blokir jokowi harap  jokowi,1,0,1,0,0,0,0,0,1,0,0,1
3017,haha gue  gue sindir lihat isi direct message mantan gue haha alhamdulillah pacar inrl amp bahagia fana xf0 x9f x98 x8c,0,0,0,0,0,0,0,0,0,0,0,0
3018,istirahat news mohon perintah masuk kait tega hukum indonesia bebas amp pulih nama warga negara indonesia vonis penjara  agama dosen kitab suci fik,0,0,0,0,0,0,0,0,0,0,0,0
3019,lihat banget jabat negara menteri wiranto gp hancur abu janda masak presiden simbol negara  diam,1,0,1,0,0,0,0,0,1,1,0,0
3020, ribu uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
3021,suka payudara dasar ajar tampar pamer puji ,1,1,1,0,0,0,0,1,0,1,0,0
3022,nama kayak  nyata,0,0,0,0,0,0,0,0,0,0,0,0
3023,teman maju calon legislatif dewan wakil rakyat ri daerah pilih kota bekas depok psi ayo sus semangat juang nasib rakyat sejahtera adil didik negara humanis toleran bineka,0,0,0,0,0,0,0,0,0,0,0,0
3024,wkwk  uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
3025,orang agama sumber marah tampil agama sumber kasih bina damai sila baca buku gratis agama bawa damai,0,0,0,0,0,0,0,0,0,0,0,0
3026,on the way manusia ,1,1,1,0,0,0,0,1,0,1,0,0
3027,hem kristen katolik kristen protestan bumi nusantara mas mas ibadah kitab lagu gaya jawa batak flores toraja ds,0,0,0,0,0,0,0,0,0,0,0,0
3028,bantu citra,1,0,1,0,0,0,0,0,1,1,0,0
3029,dasar kecoa  ambil uang simpan bank kelola bank izin tabung bilang maling,1,1,1,0,0,0,0,0,1,1,0,0
3030,senang koar koar kayak biar rakyat tau   bingung hadap 2019 jokowi,1,1,1,0,0,0,0,0,1,1,0,0
3031,naila jarang interaksi eh ultra violet sih mata  sih wkwk,0,0,0,0,0,0,0,0,0,0,0,0
3032,sukses pilih kepala daerah hoaks galeri dinas komunikasi informatika kota metro kota metro news ayo dam ram,0,0,0,0,0,0,0,0,0,0,0,0
3033,pura pura  tika udjo on bahana fm,0,0,0,0,0,0,0,0,0,0,0,0
3034,dasar tau fiksi unduh buku gampang dasar  harga ratus xf0 x9f x98 x82 xf0 x9f x98 x81 xf0 x9f x98 x82,1,1,1,0,0,0,0,1,0,1,0,0
3035,sih  suruh kupas kulit kacang hijau ber baskom baskom  banget  gampang  kerja banget hidup  gue,1,1,1,0,0,0,0,0,1,1,0,0
3036,enak nya habis  main pejuhnya uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
3037,obrol ayo cantik cina wkwk,0,0,0,0,0,0,0,0,0,0,0,0
3038,kayak tau ya kak ya kak ,0,0,0,0,0,0,0,0,0,0,0,0
3039, wkwk  banget nih,0,1,0,0,0,0,0,0,0,0,0,0
3040,ustaz lurus orang salah orang salah demo tau kualitas ustaz ustaz bagus ustaz be ani partai  indonesia mobil mewah,0,0,0,0,0,0,0,0,0,0,0,0
3041,allahu akbar ketua front bela islam lapor adik armando badan reserse kriminal,0,0,0,0,0,0,0,0,0,0,0,0
3042,ah alah  banget screenshot,0,1,0,0,0,0,0,0,0,0,0,0
3043,pas audisi rambut hitam  tar lincah banget kayak ulet bulu ngel ngel sudah xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x98 xad,0,0,0,0,0,0,0,0,0,0,0,0
3044,kakak sekolah dasar racist in batak kristen pas jawa ampun panggil gue pakai nama adat adat agama jarang kayak sih saran sih,0,0,0,0,0,0,0,0,0,0,0,0
3045,bajak agama intoleran reaktif agama badik tusuk lawan duniawi dadak toleran  kawan duniawi ya agama kejar tuju tuju,1,0,0,1,1,0,0,0,0,0,1,0
3046, rank 10 main cerdas gebuk doang,1,1,1,0,0,0,0,0,1,1,0,0
3047,alhamdulillah,0,0,0,0,0,0,0,0,0,0,0,0
3048,semangat  malas gue,0,0,0,0,0,0,0,0,0,0,0,0
3049,masuk kristen diskualifikasi tenang baptis gratis bayar susu,0,0,0,0,0,0,0,0,0,0,0,0
3050, diam ribu bahasa hati bicara,0,0,0,0,0,0,0,0,0,0,0,0
3051,wonu oppa mata  banget,0,0,0,0,0,0,0,0,0,0,0,0
3052,polisi perintah simpan bom ujung ujung ras te entu tanggung akibat,1,0,0,1,0,0,0,0,1,0,1,0
3053,anggap cewek kayak barang bos cewek hati asa situ cari bahan  mending cari   bayar deh cewek rusak lobi   ,0,1,0,0,0,0,0,0,0,0,0,0
3054,konbatnya gue pegang xf0 x9f x98 x8c wkwk ,0,1,0,0,0,0,0,0,0,0,0,0
3055,jurnalis dengar islam nusantara iseng bilang hindu nusantara kristen nusantara buddha nusantara islam agama sepe i agama embel embel,0,0,0,0,0,0,0,0,0,0,0,0
3056,malu tertawa dasar ,1,1,1,0,0,0,1,0,0,1,0,0
3057,sih burung 2030 indonesia bubar sih kerbau 2030 indonesia kuat  nasib negeri  wkkkkwkk serius banget ah rieuttt,0,1,0,0,0,0,0,0,0,0,0,0
3058,pegawai bank danamon asyik emut  pacar video lengkap uniform resource locator  xe2 x80 xa6,0,1,0,0,0,0,0,0,0,0,0,0
3059,ya,0,1,0,0,0,0,0,0,0,0,0,0
3060,internasional sih nan kayak tenaga kerja indonesia naga naga sih xf0 x9f xa4 xa3,0,0,0,0,0,0,0,0,0,0,0,0
3061,biadab ahok cina  rakyat asong asong gusur gusur aniaya surat pemberitahuan teroris ahok  biadab,1,1,1,0,1,1,0,0,0,1,0,0
3062,buku jokowi undercover susilo bambang yudhoyono dukung jokowi pilih presiden 2014 rahasia kotor korupsi pegang cukong cina,1,0,1,0,0,1,0,0,0,1,0,0
3063,masjid pasang spanduk 2019 ganti presiden marah masjid pakai ceramah politik tanoe non muslim dukung,1,0,0,1,1,0,0,0,0,0,1,0
3064,reklamasi jaka a atur revisi atur presiden jakarta bogor depok tangerang bekas puncak cianjur,0,0,0,0,0,0,0,0,0,0,0,0
3065,tenang alah ,0,1,0,0,0,0,0,0,0,0,0,0
3066,presiden cengeng kecoak  ih 1 1 1 1,1,1,1,0,0,0,0,0,1,1,0,0
3067, agama santri hormat kasih ahok otak reparasi pilih kepala daerah nama santri kail jual belikan,1,0,1,0,1,0,0,0,0,1,0,0
3068, sih nder ya pikir omong orang mulu mending pelan pelan rawat  rawat maaah percaya percaya iya,0,0,0,0,0,0,0,0,0,0,0,0
3069,kalah suha o prabowo lawan opini 1998 libat konspirasi global as cina sekutu dukung rencana csis elite katolik radikal konglomerat tionghoa jatuh suha o,1,0,0,1,1,1,0,0,0,0,1,0
3070,19 pimpin masjid pimpin ajak jalan syariat islam sungguh sungguh jatuh pimpin non muslim,1,0,0,1,1,0,0,0,0,0,0,1
3071,ih  berlepotan,0,1,0,0,0,0,0,0,0,0,0,0
3072,wajib dengar,0,0,0,0,0,0,0,0,0,0,0,0
3073,hussss admin takut demo bersilit  alumni togel xf0 x9f x98 x80,0,1,0,0,0,0,0,0,0,0,0,0
3074,ya gue ,0,0,0,0,0,0,0,0,0,0,0,0
3075, ,1,1,1,0,0,0,0,0,1,1,0,0
3076,cowok kurus  lumayan xf0 x9f x92 xa6 uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
3077,eh toilet pipis  melipir indonesia kamu gerombol mabuk budaya arab nya kayak xf0 x9f x98 x82,1,1,0,1,0,0,0,0,1,0,1,0
3078,situ ,1,1,1,0,0,0,0,0,1,1,0,0
3079,ninja kali nih tukang roti keliling cepat banget hilang kali gue rumah kejar ,0,1,0,0,0,0,0,0,0,0,0,0
3080,siloam cina usir andai ku mati anak anak ku paham filosofi hidup harga kaki jajah,1,0,0,1,0,1,0,0,0,0,0,1
3081,  prabowo xf0 x9f x98 x86 xf0 x9f x98 x86,1,0,0,1,0,0,0,0,1,0,1,0
3082,jujur percaya allah subhanahu wa taala perintah penggal  tuhan lukman,1,0,0,1,1,0,0,0,0,0,1,0
3083,08 for presiden jongos   uras bumi pe iwi 2019 ganti presiden,1,1,0,1,0,0,0,0,1,0,1,0
3084, gue tabok anak,1,1,1,0,0,0,0,0,1,1,0,0
3085,tidur ranah  nyata,0,1,0,0,0,0,0,0,0,0,0,0
3086,orang orang  dusta ayat ayat azab  qs al hajj 57,0,0,0,0,0,0,0,0,0,0,0,0
3088,mata pakai kacamata bangun tidur  xf0 x9f x98 x81,0,0,0,0,0,0,0,0,0,0,0,0
3089,utang 7000 triliun  hidup melarat makan  happy hidup akting sengsara,1,1,0,1,0,0,0,0,1,0,1,0
3090,mercun xc2 xb2 bunyi kuat hai xc2 xb2 adik bunyi bom,0,0,0,0,0,0,0,0,0,0,0,0
3091,tipu aduh,0,0,0,0,0,0,0,0,0,0,0,0
3092,  korban php xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82,1,1,1,0,0,0,0,0,1,1,0,0
3093,jaman o anak prestasi perhati jaman  lebay panggil istana  aneh 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
3094, nge i,1,1,0,1,0,0,0,0,1,0,1,0
3095,pagi pagi ky ,0,1,0,0,0,0,0,0,0,0,0,0
3096,iya  tau wkwk iya gue suka,0,1,0,0,0,0,0,0,0,0,0,0
3097,ayo ajak mas goen alih sembah allah subhanahu wa taala benci  bakar kemenyan,1,1,1,0,1,0,0,0,0,1,0,0
3098,cari huruf hijaiyah dal anak islam jamal laeli assalamualaikum adik adik mari lihat,0,0,0,0,0,0,0,0,0,0,0,0
3099,cc 2 periode rakyat putus hubung kerja impo juta tenaga kerja  cina mending pergi negara republik indonesia negeri butuh pengkhianat korban rakyat golong 2019 prabowo presiden uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
3100,iya junjung bantai 200 orang tim tim peristiwa santa crush culik aktivis sadar junjung jahat internasional,1,1,1,0,0,0,0,0,1,1,0,0
3101,imut  nya hidung,0,1,0,0,0,0,0,0,0,0,0,0
3102,bom takjil,0,0,0,0,0,0,0,0,0,0,0,0
3103,komisi berantas korupsi panggil deret mantan anggota dewan wakil rakyat kait e kartu tanda duduk,0,0,0,0,0,0,0,0,0,0,0,0
3104,  xcd xa1 xc2 xb0 xca x96 xcc xaf xcd xa1 xc2 xb0 xc2 xa0 xe3 x81 x8f xe3 x80 x80 xe3 x80 x80 xe3 x81 xb8 xe3 x80 x80 xe3 x80 x80 xc2 xa0 xe3 x80 x89,0,0,0,0,0,0,0,0,0,0,0,0
3105,maklum nama  serba hidup gelantung wajar pikir kepala bau pesing kencing basah kepala pesing,1,1,0,1,0,0,0,0,1,0,1,0
3106,papar kepala polisi resor bikin kepala polisi daerah pulau riau pilih kepala daerah tanjung pinang aman netral,0,0,0,0,0,0,0,0,0,0,0,0
3107,insiden helikopter jatuh pt indonesia morowali industrial park kerja 3 000 warga negara cina,0,0,0,0,0,0,0,0,0,0,0,0
3108,bunyi klik tikus suara keti keyboard musik 8 jam non stop mata perih  panas lengan ngilu jenuh,0,0,0,0,0,0,0,0,0,0,0,0
3109,gede x cl top x bom seungri x raline gary x jihyo mustahil,0,0,0,0,0,0,0,0,0,0,0,0
3110,bantu wkwk putri rima daniel sibuk urus organisasi siswa intrasekolah join kayak sibuk makelar urus anak  alias  oj sok tau banget,0,0,0,0,0,0,0,0,0,0,0,0
3111,selamat pagi politisasi puisi timpa calon gubernur jawa ganjar pranowo informasi hoaks arus utama informasi terima masyarakat pilih kepala daerah ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
3112,hubung  kitab  lapor polisi waspada   islam,1,1,0,1,1,0,0,0,0,0,1,0
3113,1 cerita orang cowok tinggal cina cerita pesan xe2 x80 xa6,0,0,0,0,0,0,0,0,0,0,0,0
3114,alah bullshit  kotok,1,1,1,0,0,0,0,0,1,1,0,0
3115,ahok versi pakpahan terima kasih ciduk bajing uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
3116,cium jokowi tajam cari uang ups salah utang uang salut uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
3117,ngeri bangsa sih partai  indonesia biadab bangkit tolak bubar,1,1,0,1,0,1,0,0,0,0,0,1
3118,sabtu 21 4 2018 pagi masyarakat adat badui jalan tuju kantor gubernur banten kawasan pusat perintah provinsi banten kawasan pusat perintah provinsi banten curug kota serang seba badui 2018 direct message,0,0,0,0,0,0,0,0,0,0,0,0
3119,bubar panitia khusus komisi berantas korupsi polling rakyat parlemen biar bubar panitia khusus komisi berantas korupsi uniform resource locator,1,0,0,1,0,0,0,0,1,0,0,1
3120,terima kasih ya allah engkau engkau buka mata hati  cinta terima kasih tuhan engkau tolong,0,0,0,0,0,0,0,0,0,0,0,0
3121,iya lihat gedek banget ,0,1,0,0,0,0,0,0,0,0,0,0
3122,baris gus sholatu bagus pulau madura rapat menang pasang calon gubernur khofifah indar parawansa emil elistianto dardak bagus khofifah emil jawa timur,0,0,0,0,0,0,0,0,0,0,0,0
3123, cucu gudang,0,1,0,0,0,0,0,0,0,0,0,0
3124, sipil keri lihat pimpin orang  sok rakyat sungguh anti rakyat umat islam,1,0,1,0,0,0,0,0,1,1,0,0
3125,orang jilat ludah bik malu hormat susilo bambang yudhoyono buzzer ,1,1,1,0,0,0,0,0,1,1,0,0
3126,topik bicara   hoaks loncat xc2 xb2 ya prestasi  ahok tanah abang ta kasih contoh ta xc2 xb2 buruk,1,1,0,1,0,0,0,0,1,0,1,0
3127,karir cemerlang tentara nasional indonesia perangkap  penuh dusta selamat lahir,0,0,0,0,0,0,0,0,0,0,0,0
3128,lost respect sekian kali agency bangga a is bangga laku  kucing kasih nyawa sih kea kamu tabok duit lee jadi man tabok lamborgini gede tabok material,1,1,0,1,0,0,0,0,1,0,1,0
3129,i tulis kad raya cina ellooo,1,1,1,0,0,1,0,0,0,1,0,0
3130,5 ragam seni budaya batak toba,0,0,0,0,0,0,0,0,0,0,0,0
3131,serap dana desa 2015 2016 prioritas bangun infrastruktur 2017 serap dana desa prioritas cepat ekonomi desa jokowi periode,0,0,0,0,0,0,0,0,0,0,0,0
3132,i penat edit  weh haha,0,1,0,0,0,0,0,0,0,0,0,0
3133, dunia,1,1,1,0,0,0,0,0,1,1,0,0
3134,buka twitter informasi dengar dengar benda curiga duga bom temu barel oi stay save kang wa eg enak kang cilung anak indekos amp warga barel,0,0,0,0,0,0,0,0,0,0,0,0
3135,tau kenal bawa ajar deh ajar,0,0,0,0,0,0,0,0,0,0,0,0
3136,mama orang sombong teman  salah gue gue teman orang sombong kayak,1,1,1,0,0,0,0,0,1,1,0,0
3137,kencing  makhluk emosi mulu gue lihat dasar sumbu pendek sih tidur,1,1,1,0,0,0,0,0,1,1,0,0
3138,indonesia mundur presiden nya ya mas mas fitnah pakde jokowi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
3139,sih lmao anak anak anak anak ya tengil banget tau main plas polos pusing ih jempol ,0,1,0,0,0,0,0,0,0,0,0,0
3140, kaki tangan  hati perut uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0
3141,tempeng bocah ancam presiden lihat reaksi kacung nya,1,1,1,0,0,0,0,0,1,1,0,0
3142,dengar hindu bal kristen jawa ya wkwk,0,0,0,0,0,0,0,0,0,0,0,0
3143,jelek ,1,1,1,0,0,0,1,0,0,1,0,0
3144,kampung,1,1,1,0,0,0,0,0,1,1,0,0
3145,bohong rakyat harga mahal bayar hadap korupsi solo daerah khusus ibu kota layak presiden ri 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
3146,bera i makan bareng orang yahudi ya sih singgah makan bawa alat makan sepe inya tau orang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
3147,teman makan teman janji sontek uji pas gilir uji pura pura  reuni,0,1,0,0,0,0,0,0,0,0,0,0
3148,dengar anak bas bicara tuhan tuhan orang islam tuhan orang kristen tuhan orang buddha tuhan orang hindu tuhan orang kejawen tuhan orang nit sensor suka hukum beda cerdas anak pikir,0,0,0,0,0,0,0,0,0,0,0,0
3149,saksi panas debat publik tujuh pasang calon bupati wakil bupati pilih kepala daerah aceh selatan 2018 pandu 14 00 indonesia barat live eksklusif inews pilih kepala daerah aceh selatan 2018,0,0,0,0,0,0,0,0,0,0,0,0
3150,jalan jalan siang rumah ranah indah orang diam  bakar,0,0,0,0,0,0,0,0,0,0,0,0
3151,jokowi harap bandara ajati dongkrak ekonomi jawa barat,0,0,0,0,0,0,0,0,0,0,0,0
3152,xc3 x99dah percaya anti ,0,0,0,0,0,0,0,0,0,0,0,0
3153,drama banget ,1,1,1,0,0,0,0,0,1,1,0,0
3154, baca,0,1,0,0,0,0,0,0,0,0,0,0
3155,ganti prabowo kelas duta,1,0,1,0,0,0,0,0,1,1,0,0
3156,lidah  lidah me ua gelombang cinta nya tanam hias sarana curhat favorit botanist terubus mania,0,0,0,0,0,0,0,0,0,0,0,0
3157,bilang citra uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
3158,tulis gue paham gue otak gue otak otak  kayak bikin thread  sel kulit mati,1,1,1,0,0,0,1,0,0,1,0,0
3159,nih bicara orang ingus bicara nya ngawur nya gue blok  uniform resource locator,1,1,1,0,0,0,0,1,0,1,0,0
3160,allah subhanahu wa taala tolong bang fahri henti salat,1,0,0,1,1,0,0,0,0,0,1,0
3161,taruna am ,0,1,0,0,0,0,0,0,0,0,0,0
3162,gambar masakan tayahla partai  indonesia filter doo asam pedas adil negeri curry xf0 x9f x98 x85 nasib baca caption xf0 x9f x98 xa3,0,0,0,0,0,0,0,0,0,0,0,0
3163,astaga  tuduh haha mulia jebak avalon menang lihat a uria curiga hiks hiks,0,0,0,0,0,0,0,0,0,0,0,0
3164,bicara komentar gampang bahasa olah sok pintar nilai anis gubernur isu sara susah menang orang bijak meng olok olok,1,0,1,0,0,0,0,0,1,1,0,0
3165,jaya korupsi bubar wujud uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
3166,barang kenal sibuk peduli  aib orang habib luthfi bin yahya,0,0,0,0,0,0,0,0,0,0,0,0
3167,pamer grup chat anak anak cina,0,0,0,0,0,0,0,0,0,0,0,0
3168,langsung allah subhanahu wata ala kontan om allah subhanahu wata ala larang putus asa bangsa  paham kena,0,0,0,0,0,0,0,0,0,0,0,0
3169,laki laki hebat 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
3170,takbir wan lempar bom allah barbar mayat ayat alquran timur bikin muslim radikal  otak,1,1,0,1,1,0,0,0,0,0,1,0
3171,terkadang jatuh cinta  bicara carik puisi sembunyi makna kenang,0,0,0,0,0,0,0,0,0,0,0,0
3172,sebentar teh pagi pagi sadar nbera i bilang sayap kiri israel pro damai palestina banding sayap kanan kanan agamais kiri  xf0,0,0,0,0,0,0,0,0,0,0,0,0
3173,mudah mudah keluarga sih gerung kena bom,1,0,1,0,0,0,0,0,1,1,0,0
3174, yen cabul,1,1,1,0,0,0,0,1,0,1,0,0
3175,10 susilo bambang yudhoyono berani tutup alexis 3 5 jokowi berani tutup alexis gubernur indonesia turun tangan pilih prabowo mantap,0,0,0,0,0,0,0,0,0,0,0,0
3176,aduh ipey maaf salah pey kasih ,0,1,0,0,0,0,0,0,0,0,0,0
3177,status jomlo nya gilir cowok komen status nya sok cuek cewek bajing dahak biawak kadal air,1,1,1,0,0,0,0,0,1,1,0,0
3178,otak geser  geser iya bahaya sih kerja elang lihat em asep pala cewek coba cantol syukur,0,1,0,0,0,0,0,0,0,0,0,0
3179,be eriak takut rakyat presiden 2 periode lawan prabowo agen ganda bayar promosi tokoh rakyat bingung pecah suara,0,0,0,0,0,0,0,0,0,0,0,0
3180,ih  kampung payah,0,1,0,0,0,0,0,0,0,0,0,0
3181,bilang harga minyak dunia direktur utama pe amina mundur uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
3182,salam jokowi kayak ferdinan  susilo bambang yudhoyono ya,0,0,0,0,0,0,0,0,0,0,0,0
3183,ambisi admin judul ih,0,0,0,0,0,0,0,0,0,0,0,0
3184,2019 rebut daulat   proxy semoga tokoh amp dukung ego arah pecah belah suara tuju poros 3 klaim layak sungguh untung incorporate,0,0,0,0,0,0,0,0,0,0,0,0
3185,muslim indonesia maju henti sembah menyembah allah subhanahu wa taala oceh jatuh takut hati orang 2  8 12,1,0,0,1,1,0,0,0,0,0,1,0
3186,asli tertawa perut pipis paham maksud definisi rocky gerung orang sok sok an lapor lapor cerita sih bikin gebrak bilang bela agama,1,0,1,0,0,0,0,0,1,1,0,0
3187,orang main bola hubung agama hem,0,0,0,0,0,0,0,0,0,0,0,0
3188,aduh  serang cong rumpi deh  laki laki dapur cong  kalah anak duda designer ln xf0 x9f x98 x82 xf0 x9f xa4 xaa xf0 x9f x99 x8b x,1,1,1,0,0,0,0,1,0,1,0,0
3189,panas ,0,1,0,0,0,0,0,0,0,0,0,0
3190,gereja katolik sifat dinamis selaras beda situasi kondisi kembang zaman salah manifestasi dispensasi kawin campur pasang katolik non katolik,0,0,0,0,0,0,0,0,0,0,0,0
3191,percaya muhammad nabi tulis argumentasi ragu,1,0,1,0,1,0,0,0,0,1,0,0
3192,ambil bilang nasionalisasi aset   ambil pakai nama pribadi keluarga patut curiga uang twit sadar betapa pintar perintah,0,0,0,0,0,0,0,0,0,0,0,0
3193,peduli reply ku sambung 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
3194,kangkang lebar lebar main  kaca lemari,0,1,0,0,0,0,0,0,0,0,0,0
3195,indonesia alhamdulillah ya allah selamat anak anak thailand thailand selamat manusia manusia  tuhan ,1,1,1,0,0,0,0,1,0,1,0,0
3196,situ  bera i ,1,1,1,0,0,0,1,0,0,1,0,0
3197,bro kitab suci fiksi bera i agama wahyu nyata surat pemberitahuan mutlak harfiah filosofis langgar umat agama konstitusi norma agama  agama kotor  mati,1,0,1,0,1,0,0,0,0,1,0,0
3198,dengar ibnul mubarak mohon ya allah islam sih yahudi izin allah masuk islam,0,0,0,0,0,0,0,0,0,0,0,0
